MFI_BRANCH_ID|ADDRESS1
ALLA0211053|VILL. MOHANAHAT,P.O. MAHIPUR,P.S. KUMARGANJ
ALLA0211054|V&PO- KAILI DISTT. MEERUT PIN-245101
ALLA0211055|BATA CHOWK, MADHUBANI PIN-847211
ALLA0211056|ALOCHAYA MORE, RADHA BAZAR, PO NABADWIP, DIST-NADAI, WB-741302
ALLA0211057|VILL & PO-ADALHAT,RASTOGI TALAB;DIST-MIRZAPUR,U.P.
ALLA0211058|V. K. MEHTA BLDG., 17,MILL PARA,DR. NAR SHIHBHAI SANATORIUM,1ST FLOOR, DHEBAR ROAD (SOUTH), RAJKOT
ALLA0211059|VILL.&PO.:LAHOAL, DIST.:DIBRUGARH, PIN:786010, ASSAM.
ALLA0211060|VILL.& P.O.BARAPUJIA, DIST. MORIGAON ,ASSAM PIN-782107
ALLA0211062|VILL:VAINI,P.O. PAUNI, DISTT-SONBHADRA,U.P
ALLA0211063|VILL P.O CHOWDHWAR,CUTTACK,ORISSA
ALLA0211065|C-29/1A-1 P.O. MALDAHIYA DIST. VARANASI  UTTAR PRADESH 221002
ALLA0211066|AT & PO TNB COLLEGE CAMPUS   BHAGALPUR BIHAR 812007
ALLA0211069|HINOO MAIN ROAD, DORANDA (1ST FLOOR)DIST-RANCHI, PIN-834002
ALLA0211070|MUKADAM GANJ,SHIVAJI MARKET,GALGALA,JABALPUR
ALLA0211071|DHARAMSALA BAZAR  DISTT- GORAKHPUR UTTAR PRADESH 273001
ALLA0211072|BHAGALPUR ROAD P.O. DUMKA DIST. DUMKA - 814 101   JHARKHAND 814101
ALLA0211073|V&PO-ALIPUR MORNA, BLOCK HASTINAPUR, DISTT. MEERUT
ALLA0211074|V&PO-KUDANA, BLOCK SHAMLI, DISTT. MUZAFFAR NAGAR PIN-247776
ALLA0211075|VILL & PO - BELON, DISTT BULANDSHAHR (UP), PIN-202397
ALLA0211076|DOLAMANDAP SAHI  ,TEMPLE ROAD ,PURI,ORISSA
ALLA0211077|NAYABAZAR P.O. & DIST. SIWAN  BIHAR 841226
ALLA0211078|C-15/16  KNMS, MUZAFFAR NAGAR PIN-251001 U.P
ALLA0211079|M G ROAD, RAIGANJ-733134
ALLA0211083|C-405, CHITTRANJAN PARK, NEW DELHI - 110019
ALLA0211085|LALITA SADAN HOUSING BOARD COLONY, REWA ROAD,  DIST. SATNA - 485 001 MADHYA PRADESH
ALLA0211086|P.O.HARIPAL, PIN-712405
ALLA0211087|VILL. & P.O. KAUDIA DIST. NARSINGPUR - 487 555, MADHYA PRADESH, MADHYA PRADESH
ALLA0211088|NCL KHARIA, SHAKTINAGAR, DIST SONBHADRA  UTTAR PRADESH  231222
ALLA0211089|NEAR BUS STAND, WARDHMANERI, TALUKA-ARVI, WARDHA, 442205, MAHARASHTRA
ALLA0211090|VILLAGE & PO- SUJAULI, DISTRICT- BAHRAICH, 271841 (U.P.)
ALLA0211091|VILLAGE & PO- BUBKAPUR DISTRICT-BAHRAICH, 271902 UTTAR PRADESH
ALLA0211092|VILL-ALINAGAR,P.O.-FATTEPUR,DISTT-LAKHIMPUR KHERI, PIN-261605
ALLA0211093|VILL-AMRITAGANJ,P.O.-AMBERSOT,DISTT-LAKHIMPUR KHERI,PIN-262721
ALLA0211094|119A, VIKAS NAGAR, LAKHANPUR, KANPUR
ALLA0211095|VILL.- KHAJURI MPRE , AMWAR P.O.-DUDHI DIST. SONBHADRA,DIST. SONBHADRA,UTTAR PRADESH UTTAR PRADESH ¿
ALLA0211096|DALLA MARKET,J.P.CEMENT FACTORY,DALLA, DISTT-SONBHADRA (U.P.)
ALLA0211097|BLOCK - SANWAR VILL. & P.O. AJNOD,DIST. INDORE,453551,
ALLA0211098|VILL: CHAK GOBINDABERIA, PO: BASANTIA, PS: CONTAI, DIST: EAST MIDNAPORE, WEST BENGAL
ALLA0211099|VILL+P.O.-KALAAM, DISTT-KHERI, PIN-262902
ALLA0211100|VILL AND P.O.-MAMARI, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-262802
ALLA0211101|HARAGOURITALA BOLPUR-731204
ALLA0211102|P.O. & VILL. GHUMAN HERA,BLOCK - NAJAFGARH,NEW DELHI 110073
ALLA0211103|NO.19, PADMANABHA NAGAR FIRST STREET, ADYAR, CHENNAI - 600020,ADYAR@CHE.ALLAHABADBANK.CO.IN
ALLA0211104|VILL & PO: MANSUKA, VIA:-GHATAL,PASCHIM MIDNAPORE,WEST BENGAL-721212
ALLA0211105|28/11, EAST PATEL NAGAR, NEW DELHI
ALLA0211106|VILL. KHITAULI BLOCK - KATNI, DIST. KATNI, MADHYA PRADESH
ALLA0211107|VILL. HIRNAI, P.O. KHERI BLOCK - VIDISHA,,DIST. VIDISHA,464001,
ALLA0211108|P.O. MAHMOODABAD DIST. SITAPUR  UTTAR PRADESH 261203
ALLA0211109|VILL. & P.O. TUMRA VIA - BAIRAGARH,DIST. BHOPAL,462030,
ALLA0211110|VILL. & P.O. KUNDAM DIST. JABALPUR, MADHYA PRADESH, MADHYA PRADESH
ALLA0211111|VILL. GHATAMPUR, P.O.- GOTHAURA DIST. MIRZAPUR,UTTAR PRADESH, UTTAR PRADESH
ALLA0211112|TAKSAL THEATRE BUILDING, GROUND FLOOR, NADESAR,VARANASI
ALLA0211114|VILL & PO NOAPARA VIA LOHAPUR, BLOCK NALHATI - II, DIST0 BIRBHUM, WB
ALLA0211115|52/13, KASHINATH DUTTA ROAD KOLKATA - 700 036 WEST BENGAL KOLKATA WEST BENGAL 700036
ALLA0211116|VILL. KANKAPUR, P. O. KANOLI, TAL-SANGAMNER DIST-AHMEDNAGAR PIN-422605
ALLA0211117|VILL AND PO: RANICHAK, PS: DASHPUR II, DIST: WEST MIDNAPORE, WEST BENGAL
ALLA0211118|DHARAM KRIPA, 1ST FLOOR, OLD NAGARDAS ROAD, ANDHERI EAST, MUMBAI - 400069
ALLA0211120|VILL-JOGESHWAR, P.O-TIRLA, VIA-BARKAKHANA, DIST-BOKARO, JHARKHAND
ALLA0211121|VILL & PO : BISWANATHPUR, VIA MARATOLA, PASCHIM MEDINIPUR, WEST BENGAL
ALLA0211122|VILL & PO : AMRAKUCHI, BLOCK KESHPUR, PASCHIM MEDINIPUR, WEST BENGAL 721104
ALLA0211123|P.O.SUYEEYADIH DIST:GIRIDIH
ALLA0211124|VILL.:CHARALI, PO.:MONKHULI, DIST.:TINSUKIA, PIN:786148, ASSAM.
ALLA0211125|VILL. & P.O. GOPEMAHAL P.S. GHATAL PASCHIM MIDNAPORE WEST BENGAL
ALLA0211126|VIL & PO-CHURNI, TALUK CHIKALDARA, AMRAVATI, 444807, MAHARASHTRA
ALLA0211127|P.O. SIDHAULI DISTT. SITAUR UTTAR PRADESH  261303
ALLA0211128|VILLAGE & PO- GAJDHARPUR, DISTRICT-BAHRAICH, 271902 (U.P.)
ALLA0211129|14/1,BAGHA JATIN STATION ROAD,SPD BLOCK,1ST FLOOR,DIST-KOLKATA
ALLA0211130|VILL. & P.O. KALIACHAWK,DIST. MALDA,WEST BENGAL
ALLA0211131|HOUSE NO.C-883,KARELI HOUSING SCHEME,DISTRICT-ALLAHABAD
ALLA0211132|ALLAHABAD BANK, REWA APSU,DISTT REWA
ALLA0211133|KALPI MARKET YARD, DISTT. - JALAUN (U.P.) - 285204
ALLA0211134|MANGAL MARKET, P.O. B.V. COLLEGE,SHEIKHPURA,DIST PATNA-800014
ALLA0211135|NARMADA ROAD, KATANGA, JABALPUR -482001
ALLA0211136|MADHABPUR  ,DIST. NORTH 24PGS, WEST BENGAL
ALLA0211137|LEWIS ROAD,RAVI TAKIES ,BHUBANESWAR
ALLA0211138|VILL. MACHHARIYAWAN PO: BANKIPORE VIA - FATWAH DIST -PATNA
ALLA0211139|MONI BHAWAN, 11 CANTONMENT ROAD, DISTRICT CUTTACK, ORISSA-753001
ALLA0211140|VILL & PO RAJGRAM, DIST BIRBHUM, WEST BENGAL PIN-731222
ALLA0211141|VILL.KAURBAHA,P.O.BARAGULI VIA RANGIA,DIST. KAMRUP PIN-781354
ALLA0211142|A-869, INDIRANAGAR, LUCKNOW
ALLA0211143|P.O.MALDA DIST:GIRIDIH
ALLA0211144|SARAT BUILDING HATTOLA ROAD,P.O.DURGAPUR STATION BAZAR, DURGAPUR WEST BENGAL  713201
ALLA0211145|P.O-CHAINPUR,DIST-GIRIDIH
ALLA0211146|VILL. SONWAN P.O. KOTHIA VIA- BEGAMPUR DIST - PATNA
ALLA0211147|VILL & P.O-PINDRAHAT BLOCK, NIRSA, VIA-MUGMA, DIST-DHANBAD-828204
ALLA0211148|VILL & PO-MALHIPUR, VIA-SAHEBPUR KAMAL, DIST-BEGUSARAI(BIHAR)
ALLA0211149|PLOT-B/1, P.O-HARMU HOUSING COLONY RANCHI DIST-RANCHI  JHARKHAND 834012
ALLA0211150|ANANDA BHAWAN, ADITYAPUR CHOWK DIST-EAST SINGHBHUM JHARKHAND  831013
ALLA0211151|APCAR GARDEN, ASANSOL
ALLA0211152|P.O.PACHAMBA DIST:GIRIDIH
ALLA0211153|RAMJI PADA ROAD, DIST -BOLANGIR ORISSA BOLANGIR ORISSA 767001
ALLA0211154|119, PARK STREET , KOLKATA
ALLA0211155|180, SHIVAJI ROAD, SHIVAJI NAGAR, BANGALORE - 560051
ALLA0211156|RANNA PARK,GHATLODIA, AHMEDABAD¿- 380061
ALLA0211157|VILL.& P.O.BORKA VIA CHANGSHARI, DIST. KAMRUP,ASSAM,PIN781101
ALLA0211159|VILL- CHAKRAPANPUR P.O. KANDILA DISTT-AZAMGARH (U.P.) PIN-276128
ALLA0211160|VILL & PO KANDI, DIST-MURSHIDABAD, WB - 742137
ALLA0211161|LALANPUR P.O. LALANPUR SIPAH, MAU NATH BHANJAN-UP
ALLA0211162|VILL..- DULHIN BAZAR, P.O. BELHAURI DIST - PATNA
ALLA0211163|GURUDWARA BUILDING VILL. & P.O. MAHARAJPUR, DIST. MANDLA - 481665, MADHYA PRADESH
ALLA0211164|AT & P.O. KALUPADAGHAT, VIA- TANGI, DIST. KHURDA,ORISSA-752022, ORISSA
ALLA0211165|STATION ROAD, NANPARA DISTT BAHRAICH
ALLA0211166|P.O.PARGODI DIST:DUMKA
ALLA0211167|P.O.MADHUBAN DIST:DUMKA
ALLA0211168|VILL&PO.:MOHANBARI A.F., DIST.:DIBRUGARH, PIN:786012, ASSAM.
ALLA0211169|P.O. & VILL. BALISAHI VIA - NARSINGHPUR,DIST. CUTTACK,ORISSA-754 032 ORISSA
ALLA0211170|AT./P.O. ARUHA, VIA- HARIDASPUR,,DIST. JAJPUR,ORISSA PIN 755 024 ORISSA
ALLA0211171|AT/PO-PHULBANI, PHULBANI, KANDHAMAL, ORISSA
ALLA0211172|P.O. & VILL. BELIAPAL VIA - BADAMBA,DIST CUTTACK, 754031,ORISSA ORISSA
ALLA0211173|VILL NIKARIGHATA P.O , CANNING TOWN, SOUTH 24 PARAGANAS, WEST BENGAL
ALLA0211174|320, GARIA MAIN ROAD, MAHAMAYATALA, KOLKATA-700084 WEST BENGAL WEST BENGAL KOLKATA WEST BENGAL 700084
ALLA0211175|VILL-PO-PAKAULI DIST-VAISHALI
ALLA0211176|VILL.HAHIM,VIA-BOKO,P.O.HAHIMBAZAR DIST. KAMRUP,ASSAM,PIN-781129
ALLA0211177|364/23A, NETAJI SUBHAS CHANDRA BOSE ROAD, KOLKATA - 700 047 WEST BENGAL
ALLA0211178|VILL PADAULI P.O. KAKRAHI DISTT GORAKHPUR(U.P.)
ALLA0211179|KASRAILA CHAURAHA,DIST. SITAPUR,UTTAR PRADESH UTTAR PRADESH
ALLA0211180|VILL-PI-MATIYARKALAN BHUTAHI DIST-SITAMARHI
ALLA0211181|VILL DEBIYAPUR(HAJIPUR), PO-KAIMHRA KALAN,BLOCK - MAHMOODABAD,DIST. SITAPUR, UTTAR PRADESH
ALLA0211182|VILL- NAGLA SHEKHU, PO-KASTLA SHAMSHERNAGAR DISTT. MEERUT
ALLA0211183|VILL.& P.O.DHARAMSALA,DIST. DHUBRI,ASSAM,PIN-783301
ALLA0211184|VILL & PO : TOPSIA, BLOCK GOPIBALLVPUR-II PASCHIM MEDINIPUR, WEST BENGAL 721517
ALLA0211185|VILL & PO: GOPALPUR, BLOCK-MAHISADAL-II, DIST: EAST MIDNAPORE-721628, WB
ALLA0211186|VILL. & P.O. BELGRAM BLOCK-GALSI - II
ALLA0211187|VILL-PO-MINAPUR BLOCK-MINAPUR DIST-MUZAFFARPUR
ALLA0211188|VILL. BHAGWANPUR, P.O. BELHA, DIST. BALRAMPUR-271201  UTTAR PRADESH
ALLA0211189|VILL. & P.O-BIRAULI TEHSIL ANUPSHAHR DISTT.BULANDSHAHR DISTT.BULANDSHAHR BULANDSHAHR UTTAR PRADESH 202390
ALLA0211190|VILL HARNAHI, P.O. MAHURAON (KHAJNI),DIST GORAKHPUR (U.P.), PIN-273212
ALLA0211191|VILL-PO-ARARA DIST-VAISHALI
ALLA0211192|PO BEBHNIADIHA TEH: TANABGANJ TEH: TANABGANJ GONDA UTTAR PRADESH
ALLA0211193|VILLAGE JAGANNATHPUR, P.O SAHRARHAT, SOUTH 24 PARAGANAS, WEST BENGAL
ALLA0211194|VILL& PO-CHHAPROLI,    DISTT. BAGHPAT  U.P
ALLA0211195|VILL-SIKURDIPUR, POST. BHILAMPUR CHHAPRA, BUDHANPUR,DIST. AZAMGARH(U.P.) PIN-276142
ALLA0211196|VILL/PO RANIPUR TARABGANJ TARABGANJ GONDA UTTAR PRADESH
ALLA0211197|VILL-RAMPUR ARNA,P.O. RAMPUR GRANT ,BALRAMPUR, UTTAR PRADESH
ALLA0211198|VILL & PO : CHHATINASOLE, PASCHIM MEDINIPUR, WEST BENGAL 721506
ALLA0211199|KHARBANDI, VILL AND PO: KHARBANDI, DIST:-WEST MIDNAPORE STATE: WEST BENGAL
ALLA0211200|VILL. BASANTPUR SAINTHLY, PO-MURADNAGAR DISTT. GHAZIABAD
ALLA0211201|VILL. & P.O. GORAUR DIST. GHAZIPUR-UP
ALLA0211202|VILL-PO-BARKAGAON DIST- E CHAMAPARAN
ALLA0211203|VILL.&P.O. BAMANPUKUR  ,DIST. NORTH 24PGS, WEST BENGAL
ALLA0211204|P.O. BARHALGANJ, DIST: GORAKHPUR, UTTAR PRADESH, PIN: 273402
ALLA0211205|VILL-KATUWANALA, P.O.- DUBHA BAZAR, DIST. GONDA UTTAR PRADESH
ALLA0211206|VILL.-TILKA PURE CHANDI, P.O. -TILKADEEH , GONDA UTTAR PRADESH -271503
ALLA0211207|VILL AND P.O. NAI BAZAAR, CHAURICHAURA DISTT GORAKHPUR (U.P.) PIN-272152
ALLA0211208|VILL & P.O GURUDASPUR, SOUTH 24 PARAGANAS, WEST BENGAL 743349
ALLA0211209|VILL. DAKSHIN MAHENDRAPUR, PO JOGINDEROPUR, SOUTH 24 PARAGANAS, WEST BENGAL
ALLA0211210|VILL. & P.O. DAMANJODI DIST. KORAPUT - 763 008,ORISSA
ALLA0211211|AT/PO-SUNABEDA, KORAPUT, ORISSA
ALLA0211212|VILL. MAHEND DIST. GHAZIPUR UP
ALLA0211213|V&PO-KERATU DISTT.MUZAFFAR NAGAR PIN-247773
ALLA0211214|1-1-230/13/1,VI VIVEKNAGAR, CHIKKADAPALLY, HYDERABAD ANDHRA PRADESH 500020
ALLA0211215|JASRAJ COMMERCIAL COMPLEX,KALYAN DIST-THANE
ALLA0211216|VILL.-SHITALGANJ, P.O. -MASKANWA, GONDA UTTAR PRADESH -271305
ALLA0211217|VILL-KATHAUWA,P.O.- BHOPATPUR, DIST. GONDA,UTTAR PRADESH
ALLA0211218|1, CENTRAL PARK JADAVPUR, KOLKATA - 700 032  WEST BENGAL
ALLA0211219|VILL & PO: SAGARPUR, BLOCK-DASPUR-I, DIST: WEST MIDNAPORE-721211
ALLA0211220|VILL AND PO: CHORCHITA, BLOCK: GOPIBALLAVPUR II, DIST: WEST MIDNAPORE, WEST BENGAL
ALLA0211221|VILL-KUMARGANJ P.O.:KEOMAL BLOCK: TAMLIK-1 DIST: EAST MIDNAPORE STATE: WEST BENGAL
ALLA0211222|VILL. MOHNAPUR P.O. SHIKARPUR DISTT. MAHARAJGANJ (U.P.)
ALLA0211223|VILL USKA P.O. SOHRAUNA TIWARI VIA KAMTA CHAURAHA DISTT MAHARAJGANJ (U.P.)
ALLA0211224|VILL & PO- DEORIA ALLAWAL,DIST. GONDA ,UTTAR PRADESH
ALLA0211225|VILL-DULHAPUR,P.O. DHANEYPUR ,DIST. GONDA, UTTAR PRADESH
ALLA0211226|VILL. SAHADATNAGAR DIST. HARDOI - 241 407,BLOCK-PIHANI,UTTAR PRADESH
ALLA0211227|AT-KUSUNPUR, PO-BALARAMPUR, TALAGARH, VIA-JENAPUR, JAJPUR, ORISSA
ALLA0211228|VILL. & P.O. SINGRI VIA - PATAMUNDI,DIST. KENDRAPARA,ORISSA-754215 ORISSA
ALLA0211229|VILL & PO-BHAMB (RAJA), BLOCK YAVATMAL ARNI ROAD, YAVATMAL, 445112, MAHARASHTRA
ALLA0211230|VILL & PO KOLAMBI, YAVALI,, TALUKA-YAVATMAL, YAVATMAL, 445001, MAHARASHTRA
ALLA0211231|VILL. SIMAU DIST. UNNAO,BLOCK-PIHANI
ALLA0211232|P.O KALYANPUR PIRHWAL CROSSING DIST. MAUNATH BHANJAN UP
ALLA0211233|P. O. KHAJHA, DIST. MAUNATH BHANJAN UP
ALLA0211234|VILL. & P.O. DAULATABAD DIST. AZAMGARH (U.P.) PIN-276129
ALLA0211235|VILL PAINA, P.O. PAINA, DIST DEORIA ( U.P.) PIN-274604
ALLA0211236|VILL AND PO. PATRA, PIPRAICH ROAD ,GORAKHPUR (U.P.)
ALLA0211237|VILL - RAMNAGAR, P.O. SHEOPURA ,BALRAMPUR, UTTAR PRADESH -271207
ALLA0211238|VILL-MALDA GANESHPUR,P O- DHAWAI, BALRAMPUR UTTAR PRADESH
ALLA0211239|AT & PO- MEHDIPUR VIA PARBATTA DISTRICT-KHAGARIA(BIHAR)
ALLA0211240|VILL AND PO-GULAB BAG(NEAR PAT COMMERCIAL BUILDING),NATIONAL HIGHWAY, DIST-PURNEA(BIHAR)
ALLA0211241|VILL. & P.O. MANERI  DIST. MANDLA, MADHYA PRADESH, MADHYA PRADESH
ALLA0211242|VILL. KURTHA P.O. FATWAH, DIST PATNA
ALLA0211243|VILL :CHIRANJIBPUR P.O. HALDIA PURBA  MIDNAPORE WEST BENGAL 721604
ALLA0211244|VILL. & P.O. PAHRUWA KHAMTARA, VIA - BADWARA (SIHORA) DISTT. KATNI, MADHYA PRADESH
ALLA0211245|VILL- DECHAPARA, PO BHARATPUR, DIST-MURSHIDABAD, WB
ALLA0211246|VILL & PO SUNDERPUR, DIST- MURSHIDABAD, WB
ALLA0211247|VILL-CALTEX CHOWK BAL MANDIR ROAD, VIA-KANKI DISTRICT-KISHANGANJ(BIHAR)
ALLA0211248|VILL-JAMUNIATOLA (CHURI) P.O.CHURI VIA R.S. GAYA DIST - GAYA
ALLA0211249|VILL AND P.O-LAGAULI VIA-TILRATH DIST-BEGUSARIA (BIHAR)
ALLA0211250|P.O.BARIKODARJANA DIST:SAHIBGANJ
ALLA0211251|VILL. & P.O. RENGAI DIST. HARDOI BLOCK-PIHANI,UTTAR PRADESH,
ALLA0211252|VILL. & P.O. BARABELUN DIST. BURDWAN
ALLA0211253|171, J.N. MUKHERJEE ROAD,SALKIA ,  HOWRAH  ,WEST BENGAL
ALLA0211254|MAHABIRGANJ, ALIGARH, U.P.-202001
ALLA0211255|VILL. & P.O. BETABAR,  GHAJIPUR-UP
ALLA0211256|VILL. & P.O. BARBIL - 758 035 DIST. KEONJHOR,ORISSA, ORISSA
ALLA0211257|46A, MAHANIRBAN ROAD, KOLKATA , WEST BENGAL
ALLA0211258|E/158/1, RAMGARH KOLKATA - 700 047 W WEST BENGAL KOLKATA WEST BENGAL 700047
ALLA0211259|VILL. FAKIRGANJ VIA SAMJHIA DIST. SOUTH DINAJPUR,WEST BENGAL
ALLA0211260|VILL. DHARAPARA P.O. GHUSKARA
ALLA0211261|VILL. & P.O. GOHAGRAM VIA - ADRAHATI
ALLA0211262|49, B. B. GHOSH ROAD,P.O. DISTT. - BURDWAN,WEST BENGAL 713101
ALLA0211263|PLOT NO 271 M.P. NAGAR ZONE II BHOPAL -462001
ALLA0211264|868, JHA MARG, WRIGHT TOWN, JABALPUR
ALLA0211265|223,Z-1,HEMANT VIHAR, BARRA-II,P.O.-BARRA ,DIST. KANPUR CITY-208027
ALLA0211266|VILL. & P.O. KUMHRAWAN BLOCK - BAKHSHIKATALAB
ALLA0211267|VILL-LAUCHAPRA (BAMANHAT),P.O. BAMANHAT,BLOCK - DINHATA II, DIST-COOCHBEHAR
ALLA0211268|VILL. & P.O. DHAPGANJ, DIST. JALPAIGURI, WEST BENGAL
ALLA0211269|VILL. & P.O. BASUBATI, HOOGHLY-712409
ALLA0211270|VILL. CHANDA P.O. MAINPURA CHANDA, VIA KAREL, DIST ARWAL
ALLA0211271|VILL. KOHRAUL P.O. BAJITPUR DIST- ARWAL
ALLA0211272|P.O.DUMURDAHA, PIN-712515
ALLA0211273|VILL-KUMARPUR PO-BARIARPUR DIST-MUNGER(BIHAR)
ALLA0211274|VILL & PO-AMARATH DIST-JAMAUI(BIHAR)
ALLA0211275|VILL-AGAHARA BARBATTA PO-AMARATH DIST-JAMAUI(BIHAR)
ALLA0211276|VILL. RAMPUR P.O. SHYAMPUR
ALLA0211277|NIZABAGHMARI,P.O.BURIGONG,VIA-BISWANATH CHARALI,DIST. SONITPUR,ASSAM,PIN-784176
ALLA0211278|VILL. & P.O. PETLA,P.S. DINHATA,DIST. COOCH BEHAR(W.B)
ALLA0211279|P.O.BERELA, PIN-712134
ALLA0211280|35/15 DELHI CHUNGI ROAD, MEERUT DISTT.MEERUT UTTAR PRADESH  250002
ALLA0211281|P.O.NARAYANPUR, PIN-712133
ALLA0211282|VILL. & P.O. PUNDAG VIA - JIUDARU
ALLA0211283|BANDEL BAZAR P.O. BANDEL, DIST. HOOGHLY, WEST BENGAL
ALLA0211284|P.O.BORODANGAL, PIN-712617
ALLA0211285|VILL. PALLAR  SINGRI P.O. MUDHIA, DIST. DAMOH, MADHYA PRADESH
ALLA0211286|VILL. KHAIRBARI,P.O. RANGALI BAJNA,VIA GOPAL BAGAN, DIST-JALPAIGURI
ALLA0211287|TARULIA MORE, PO JHIRUL VIA HETAMPUR, DIST-BIRBHUM, WB
ALLA0211288|VILL- FAIZULLAPUR, PO-MOHANPUR, PS-NANOOR, DIST-BIRBHUM, WB
ALLA0211289|VILL. & P.O. PALOHA VIA - GADARWARA, DIST. NARSHINGHPUR, MADHYA PRADESH
ALLA0211290|FANCY MARKET, DULIAJAN DIST:DIBRUGARH
ALLA0211291|40/41,MOUNT ROAD,CHENNAI-600002
ALLA0211292|PANTHANAGAR (M), K K CHHAYA BUILDING, TPS NO.3 , PANTHANAGAR, GHATKOPAR (EAST), MUMBAI- 77
ALLA0211293|VILL. BALARAMPUR, CHINGRIPOTA ANCHAL, SOUTH 24 PARAGANAS, WEST BENGAL 743352
ALLA0211294|VILL RAJIBPUR , P.O ACHIPUR BLOCK BUDGE BUDGE, , SOUTH 24 PARAGANAS, WEST BENGAL
ALLA0211295|DHAMDHAMA ROAD, NEAR PUBLIC BUS STAND, P.O. & DIST. NALBARI, ASSAM. PIN-781335
ALLA0211296|VILL. BARAHI BAZAR P.O. BARAHI BLOCK - RAFIGANJ DIST- AURANGABAD
ALLA0211297|P.O. MADANPUR, BLOCK - MADANPUR, DIST AURANGABAD - 824208
ALLA0211298|VILL. UCHAULI P.O. REGANIA, MADANPUR VIA OBRA DIST - AURANGABAD
ALLA0211299|VILL BHOTGAON (KASHIPARA), P.O.KASHIPARA-BHOTGAON,ASSAM-783370
ALLA0211300|VILL-PO-JITPUR DIST-E CHAMPARAN
ALLA0211301|VILL-PO- BANGHARA DIST-MUZAFFARPUR
ALLA0211302|LNB ROAD, NEAR CHILARAI BHAVAN, P.O.BIJNI, DIST. BONGAIGAON,ASSAM,PIN-783390.
ALLA0211303|VILL-PO-NANOUR DIST-MADHUBANI
ALLA0211304|VILL-PO-PACHTAKIJADU DIST-SITAMARHI
ALLA0211305|VILL-PI-SHIVRAM DIST-DARBHANGA
ALLA0211306|VILL.:BISHNUPUR, PO.:LALUK, DIST.:LAKHIMPUR, PIN:784160, ASSAM.
ALLA0211307|VILL.&PO.:DHOLPUR, DIST.:LAKHIMPUR, ASSAM.
ALLA0211308|ALLAHABAD BANK, MADHOPUR SUSTA, DISTT.:-MUZAFFARPUR, BIHAR, PIN CODE:-842001
ALLA0211309|ADATIYA AWAS BUILDING,BOMBAY MARKET, UMARWADA,SURAT
ALLA0211310|VILL + PO:-MAHINDWARA, DISTT.:- SITAMARHI, BIHAR
ALLA0211311|VILL & PO-SULTANPUR BLOCK-BARSOI DIST-KATIHAR(BIHAR)
ALLA0211312|P.O-BALTHAR,DIST-DEOGHAR
ALLA0211313|P.O.KADRASAL DIST:DEOGHAR
ALLA0211314|VILL.+PO:- SINGHIA KHURD, DISTT:- SAMASTIPUR, BIHAR
ALLA0211315|VILL-PO-JANIPUR DIST-SITAMARHI
ALLA0211316|VILL-PO-BANGAON DIST-SITAMARHI
ALLA0211317|VILL-PO-MADHOPUR DIST- E CHAMPARAN
ALLA0211318|P.O & VILL-UMEDANDA BLOCK, BURMU, VIA-MANDAR, DIST-RANCHI-835214
ALLA0211319|BAGANGRAM  ,DIST. NORTH 24PGS, WEST BENGAL
ALLA0211320|VILL. & P.O. JALHARA BLOCK RAJPUR DIST - BUXAR
ALLA0211321|VILL. & P.O. HARPUR BLOCK - RAJPUR DIST. BUXAR
ALLA0211322|VILL - KRISHNA NAGAR, PO - JANARDANPUR, DIST - MIDNAPORE, WB - 721149
ALLA0211323|VILL AND PO: KALMAPUKURIA, VIA: KHARIKA MATHANI, DIST: WEST MIDNAPORE, WEST BENGAL
ALLA0211324|136 SCO 21 C FARIDABAD
ALLA0211325|VILL. & P.O. MATHILA DIST. BUXAR
ALLA0211326|VILLAGE+PO: RASHPUR, PS: AMTA, DIST.: HOWRAH
ALLA0211327|VILL. & P.O. SARENGA BLOCK - RAIPUR-II
ALLA0211328|VILL.DUDHPATIL, VIA-MADHURAMUKH,P.O.HATICHERRA,GRANT-7,DIST.CACHAR,ASSAM, PIN-7880002
ALLA0211329|JALALPUR,VILL._KUSHIARKUL,P.O.JALALPUR,DIST. CACHAR,ASSAM,PIN-788816
ALLA0211330|VILL.&PO.:SIMENCHAPARI, DIST.:DHEMAJI, PIN:787061, ASSAM.
ALLA0211331|VILL-PO-DEORH DIST-MADHUBANI
ALLA0211332|VILL. & P.O. SEMALIACHAU DIST. INDORE,MADHYA PRADESH,452016,
ALLA0211333|VILL-KURKAWALI PO-SINGPUR SAHNEY, DISTT-MORADABAD (UP), PIN-244302
ALLA0211334|VILL-GWALTOLI VIA-BARSOI DIST-KATIHAR(BIHAR)
ALLA0211335|VILL. POCKPARI P.O BUDGE BUDGE , SOUTH 24 PARAGANAS, WEST BENGAL
ALLA0211336|VILL KALIPUR VIA BUDGE BUDGE, PO. PURBA NISCHINTAPUR, SOUTH 24 PARAGANAS, WEST BENGAL 743319
ALLA0211337|VILL. NARAYANPUR, PO. BHANGORE, NARAYANPUR, SOUTH 24 PARAGANAS, WEST BENGAL 743502
ALLA0211338|VILL: BAMANGHATA, P.O. HADIA, DIST.- SOUTH 24 PRAGANA, WEST BENGAL- 700150
ALLA0211339|640, FAITHFUL GANJ KANPUR   UTTAR PRADESH 208004
